Disposition,OffenderStatus,Offender_Race,Offender_Gender,Offender_Age,PersonType,Victim_Race,Victim_Gender,Victim_Age,Victim_Fatal_Status,Report Type,Category
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,3.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,55.0,VICTIM,WHITE,MALE,58.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,18.0,VICTIM,BLACK,MALE,58.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,22.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,MALE,23.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30.0,VICTIM,BLACK,FEMALE,32.0,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,22.0,VICTIM,BLACK,FEMALE,18.0,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,FEMALE,18.0,VICTIM,BLACK,FEMALE,22.0,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,23.0,VICTIM,WHITE,FEMALE,20.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,23.0,VICTIM,WHITE,FEMALE,20.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,28.0,VICTIM,WHITE,FEMALE,26.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,54.0,VICTIM,WHITE,MALE,33.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,54.0,VICTIM,WHITE,MALE,33.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,25.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,25.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,25.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,67.0,VICTIM,BLACK,FEMALE,71.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,67.0,VICTIM,BLACK,FEMALE,71.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,55.0,VICTIM,BLACK,FEMALE,68.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,27.0,VICTIM,BLACK,FEMALE,27.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,24.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,64.0,VICTIM,WHITE,MALE,38.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,40.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,49.0,VICTIM,BLACK,FEMALE,39.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,62.0,VICTIM,BLACK,MALE,81.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,32.0,VICTIM,BLACK,FEMALE,59.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,32.0,VICTIM,BLACK,FEMALE,59.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,32.0,VICTIM,WHITE,MALE,32.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,32.0,VICTIM,WHITE,MALE,32.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,49.0,VICTIM,BLACK,MALE,65.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,39.0,VICTIM,WHITE,MALE,50.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,38.0,VICTIM,WHITE,MALE,53.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,38.0,VICTIM,WHITE,MALE,53.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,37.0,VICTIM,BLACK,MALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,BLACK,FEMALE,45.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,43.0,VICTIM,BLACK,FEMALE,40.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,26.0,VICTIM,WHITE,MALE,36.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,64.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,20.0,VICTIM,BLACK,MALE,22.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,24.0,VICTIM,BLACK,MALE,27.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,14.0,VICTIM,BLACK,MALE,14.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,31.0,VICTIM,BLACK,FEMALE,66.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,28.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,28.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,46.0,VICTIM,UNKNOWN,UNKNOWN,24.0,Non-fatal,Incident Report,Drug and Weapon Crimes
CLOSED,ARRESTED,BLACK,FEMALE,45.0,VICTIM,BLACK,FEMALE,24.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,24.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,50.0,VICTIM,WHITE,MALE,45.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,41.0,VICTIM,UNKNOWN,MALE,46.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,57.0,VICTIM,BLACK,FEMALE,49.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,57.0,VICTIM,BLACK,FEMALE,49.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,17.0,VICTIM,BLACK,MALE,18.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,17.0,VICTIM,BLACK,MALE,18.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,67.0,VICTIM,BLACK,FEMALE,44.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,42.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,52.0,VICTIM,BLACK,MALE,71.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33.0,VICTIM,BLACK,FEMALE,34.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,42.0,VICTIM,BLACK,FEMALE,44.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,47.0,VICTIM,BLACK,MALE,55.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,47.0,VICTIM,BLACK,MALE,55.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,57.0,VICTIM,BLACK,MALE,19.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,54.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,62.0,VICTIM,WHITE,FEMALE,61.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,62.0,VICTIM,WHITE,FEMALE,61.0,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,WHITE,MALE,58.0,VICTIM,WHITE,MALE,52.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,46.0,VICTIM,WHITE,MALE,60.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,46.0,VICTIM,WHITE,MALE,60.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,46.0,VICTIM,WHITE,MALE,60.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,41.0,VICTIM,WHITE,MALE,60.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,41.0,VICTIM,WHITE,MALE,60.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,57.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,UNKNOWN,FEMALE,35.0,VICTIM,BLACK,FEMALE,40.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,63.0,VICTIM,BLACK,MALE,92.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,62.0,VICTIM,BLACK,MALE,63.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,19.0,VICTIM,BLACK,FEMALE,49.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19.0,VICTIM,BLACK,FEMALE,49.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,BLACK,MALE,27.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,BLACK,MALE,27.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,WHITE,FEMALE,32.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,WHITE,FEMALE,32.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,WHITE,FEMALE,44.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,WHITE,MALE,51.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,WHITE,MALE,51.0,Non-fatal,Supplemental Report,Theft
OPEN,ARRESTED,BLACK,MALE,56.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,48.0,VICTIM,BLACK,FEMALE,82.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,61.0,VICTIM,BLACK,MALE,60.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,29.0,VICTIM,BLACK,MALE,56.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,61.0,VICTIM,BLACK,FEMALE,52.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,34.0,VICTIM,WHITE,FEMALE,67.0,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,20.0,VICTIM,BLACK,MALE,43.0,Non-fatal,Incident Report,Drug and Weapon Crimes
CLOSED,ARRESTED,WHITE,MALE,44.0,VICTIM,WHITE,MALE,50.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,38.0,VICTIM,BLACK,FEMALE,28.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,MALE,33.0,VICTIM,WHITE,MALE,45.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,57.0,VICTIM,WHITE,MALE,47.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,35.0,VICTIM,WHITE,MALE,47.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,52.0,VICTIM,BLACK,FEMALE,18.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,31.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,31.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26.0,VICTIM,BLACK,MALE,52.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,48.0,VICTIM,BLACK,MALE,50.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,BLACK,MALE,44.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,MALE,22.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,BLACK,MALE,44.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,BLACK,MALE,44.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,MALE,50.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34.0,VICTIM,UNKNOWN,MALE,79.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34.0,VICTIM,UNKNOWN,MALE,79.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,41.0,VICTIM,WHITE,MALE,36.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,41.0,VICTIM,BLACK,MALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,41.0,VICTIM,BLACK,MALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,41.0,VICTIM,BLACK,MALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,49.0,VICTIM,WHITE,FEMALE,43.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,63.0,VICTIM,BLACK,FEMALE,57.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,42.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,24.0,VICTIM,WHITE,FEMALE,56.0,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,46.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,26.0,VICTIM,BLACK,MALE,33.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,34.0,VICTIM,WHITE,MALE,55.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,56.0,VICTIM,BLACK,FEMALE,41.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22.0,VICTIM,BLACK,MALE,72.0,Fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,22.0,VICTIM,BLACK,MALE,21.0,Fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,36.0,VICTIM,WHITE,MALE,65.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,48.0,VICTIM,WHITE,MALE,42.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,48.0,VICTIM,WHITE,MALE,42.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,26.0,VICTIM,WHITE,MALE,30.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16.0,VICTIM,BLACK,MALE,16.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,35.0,VICTIM,WHITE,FEMALE,31.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,27.0,VICTIM,BLACK,FEMALE,24.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27.0,VICTIM,BLACK,FEMALE,24.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27.0,VICTIM,BLACK,FEMALE,24.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,60.0,VICTIM,WHITE,FEMALE,55.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,42.0,VICTIM,BLACK,FEMALE,34.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,BLACK,FEMALE,17.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,BLACK,FEMALE,17.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,21.0,VICTIM,BLACK,FEMALE,17.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,71.0,VICTIM,WHITE,MALE,65.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,31.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,UNKNOWN,MALE,40.0,VICTIM,BLACK,MALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25.0,VICTIM,BLACK,FEMALE,18.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,20.0,VICTIM,BLACK,MALE,21.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,FEMALE,20.0,VICTIM,BLACK,MALE,21.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,46.0,VICTIM,WHITE,FEMALE,60.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,46.0,VICTIM,WHITE,MALE,63.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33.0,VICTIM,BLACK,MALE,38.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33.0,VICTIM,BLACK,MALE,38.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,54.0,VICTIM,WHITE,FEMALE,29.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,54.0,VICTIM,BLACK,MALE,1.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43.0,VICTIM,BLACK,FEMALE,40.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,59.0,VICTIM,BLACK,FEMALE,43.0,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,59.0,VICTIM,BLACK,MALE,61.0,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,59.0,VICTIM,BLACK,MALE,61.0,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,33.0,VICTIM,WHITE,FEMALE,59.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,59.0,VICTIM,BLACK,FEMALE,43.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,59.0,VICTIM,BLACK,FEMALE,43.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,59.0,VICTIM,BLACK,FEMALE,43.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,68.0,VICTIM,BLACK,FEMALE,43.0,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,WHITE,MALE,38.0,VICTIM,UNKNOWN,FEMALE,42.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,55.0,VICTIM,BLACK,FEMALE,49.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43.0,VICTIM,WHITE,FEMALE,39.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,32.0,VICTIM,WHITE,MALE,68.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,52.0,VICTIM,UNKNOWN,MALE,21.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,58.0,VICTIM,BLACK,FEMALE,53.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,58.0,VICTIM,BLACK,FEMALE,53.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,69.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,26.0,VICTIM,BLACK,FEMALE,69.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,58.0,VICTIM,BLACK,FEMALE,51.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,58.0,VICTIM,BLACK,FEMALE,51.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,FEMALE,39.0,VICTIM,WHITE,MALE,40.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,39.0,VICTIM,WHITE,MALE,40.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,30.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,MALE,21.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,37.0,VICTIM,WHITE,MALE,63.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,17.0,VICTIM,WHITE,FEMALE,58.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,17.0,VICTIM,WHITE,FEMALE,58.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,17.0,VICTIM,WHITE,FEMALE,58.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,33.0,VICTIM,UNKNOWN,FEMALE,39.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,40.0,VICTIM,WHITE,FEMALE,39.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19.0,VICTIM,BLACK,FEMALE,40.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,19.0,VICTIM,BLACK,MALE,48.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,FEMALE,26.0,VICTIM,UNKNOWN,MALE,31.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,37.0,VICTIM,WHITE,MALE,64.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,33.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,FEMALE,52.0,VICTIM,BLACK,MALE,42.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,42.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,Incident Report,Miscellaneous
